sku,category,brand,warehouse_zone,supplier,supplier_contact,last_sale_date,last_audit_date,restock_date,stock_on_hand,units_sold_30d,sell_through_rate,unit_cost_inr,mrp_inr,reorder_point,lead_time_days,is_active
HOM-27945,Home & Kitchen,TrueForm,ZONE C,FastShip Pvt,contact291@fastshippvt.com,2024-06-07,2025-07-22,2026-07-27,329.0,245,,7056.0,13445.481014929766,184.0,TBD,False
ELE-70008,Electronics,NovaLine,Zone A,FastShip Pvt,contact911@fastshippvt.com,2024-08-29,2026-01-31,2026-07-16,116.0,247,0.7749196889359737,3680.0,4520.21738969618,100.0,4,True
HOM-58313,Home & Kitchen,UrbanWave,Zone A,DirectImport,contact805@directimport.com,2024-08-09,,2026-08-17,476.0,59,0.6729800658669949,4830.0,7140.319501128304,0.12229669660687953,22,True
HOM-12120,Home & Kitchen,CorePeak,Zone B,GlobalTrade Ltd,contact778@globaltradeltd.com,2024-10-01,2026-02-22,2026-05-30,481.0,200,0.1721579434910927,7425.0,22016.012562728396,13.0,38,False
APP-44536,Apparel,UrbanWave,Zone D,QuickStock,contact643@quickstock.com,2024-11-25,2025-11-24,2026-08-28,488.0,188,0.631593439826497,6209.0,17387.51830182563,100.0,40,True
STA-74620,Stationery,NovaLine,Zone D,LocalSource,contact663@localsource.com,2024-09-02,2025-06-14,2026-07-16,304.0,23,0.7279495815855018,6785.0,14023.682257360386,,39,True
TOY-45009,Toys,TrueForm,Zone A,SupplyCo India,,2024-04-27,2026-03-12,2026-08-16,126.0,92,0.3033214047363264,4500.0,12456.302853368461,43.0,32,True
STA-66469,Stationery,UrbanWave,Zone D,SupplyCo India,contact625@supplycoindia.com,2024-07-07,2025-03-26,2026-07-13,404.0,187,0.7012231141229505,5572.0,12740.754798268179,112.0,37,True
BEA-72713,Beauty,SwiftBrand,ZONE A,PrimeParts,contact281@primeparts.com,2024-06-17,2026-01-28,2026-08-05,431.0,48,0.02662531330962803,815318.0,1083662.6709448728,151.0,18,True
APP-23405,Apparel,AlphaEdge,zone a,QuickStock,,2024-08-11,2025-12-07,2026-08-19,-77.0,118,0.9114123779681635,5771.0,17105.642495530337,63.0,23,True
APP-71938,Apparel,CorePeak,ZONE A,GlobalTrade Ltd,contact331@globaltradeltd.com,2024-10-23,2026-03-02,2026-07-17,213.0,290,0.508149308058764,3991.0,10385.915849572297,117.0,6,True
HOM-76027,Home & Kitchen,AlphaEdge,Zone B,FastShip Pvt,contact156@fastshippvt.com,2024-06-22,2025-04-08,2026-07-07,3.0,284,0.620659056629723,1206.0,2485.8687003544796,153.0,21,True
HOM-17216,Home & Kitchen,GenericPlus,ZONE A,SupplyCo India,contact784@supplycoindia.com,2024-11-17,2025-10-16,2026-07-03,125.0,80,0.7777981576044533,4039.0,8749.135959782725,148.0,26,True
HOM-27686,Home & Kitchen,TrueForm,Zone A,DirectImport,,2024-08-20,2025-04-21,2026-07-12,345.0,157,0.7586403886693883,6827.0,18176.42340899257,162.0,20,True
APP-45919,Apparel,SwiftBrand,Zone D,DirectImport,,2024-08-05,2025-06-27,2026-06-28,382.0,230,0.17893497190703822,6144.0,7853.4208475402775,29.0,26,True
AUT-46260,Automotive,UrbanWave,Zone C,DirectImport,contact125@directimport.com,2024-11-22,2025-04-17,2026-09-09,359.0,189,0.6981531052069427,3539336.0,7447712.689165766,148.0,16,True
ELE-21802,Electronics,SwiftBrand,Zone A,DirectImport,contact486@directimport.com,2024-06-19,2025-09-04,2026-06-20,69.0,202,0.7580785210932657,5021.0,6836.383401855111,155.0,25,True
SPO-80977,Sports & Outdoors,NovaLine,zone d,GlobalTrade Ltd,,2024-08-22,2026-01-30,2026-06-23,471.0,36,0.2590360600867362,2017.0,5699.374187868847,123.0,42,True
ELE-68089,Electronics,UrbanWave,Zone D,PrimeParts,contact846@primeparts.com,2024-10-24,2025-08-21,2026-06-01,382.0,50,0.10304930208024654,5238.0,15937.25970885707,,510,True
AUT-70810,Automotive,ZenCraft,Zone C,FastShip Pvt,contact170@fastshippvt.com,2024-04-12,2025-11-19,2026-07-01,263.0,45,0.05651460147854581,0.0,0.0,197.0,5,True
TOY-91894,Toys,TrueForm,Zone A,GlobalTrade Ltd,contact545@globaltradeltd.com,2024-05-06,,2026-06-08,124.0,24,0.33145368930976093,1799111.0,4393391.246605323,,43,True
TOY-57133,Toys,SwiftBrand,Zone B,LocalSource,,2024-08-05,2025-05-23,2026-09-04,133.0,165,1.988570936328794,3725.0,10932.410391343134,52.0,14,True
APP-47722,Apparel,ZenCraft,Zone B,QuickStock,,2024-11-10,2025-04-09,2026-07-19,100.0,153,0.6751358768253969,6665.0,17188.633360668886,127.0,29,True
ELE-22597,Electronics,AlphaEdge,ZONE A,PrimeParts,contact319@primeparts.com,2024-07-13,2025-07-08,2026-06-23,44.0,284,0.7195658194428973,2587.0,6071.315602583533,100.0,29,True
SPO-15608,Sports & Outdoors,TrueForm,ZONE A,GlobalTrade Ltd,,2024-07-26,,2026-06-10,289.0,293,0.11456923801769425,344.0,993.4458345030496,172.0,10,True
ELE-62096,Electronics,ZenCraft,ZONE D,DirectImport,contact367@directimport.com,2024-11-26,2025-10-25,2026-05-29,383.0,180,3.19541506144588,4921.0,12525.357792968529,89.0,39,True
HOM-59132,Home & Kitchen,GenericPlus,Zone C,DirectImport,,2024-04-06,2025-08-07,2026-08-18,173.0,162,0.9401445396057301,3130.0,7799.2078550529295,92.0,4-6 weeks,True
TOY-60287,Toys,SwiftBrand,Zone C,LocalSource,contact923@localsource.com,2024-04-07,2025-10-18,2026-07-12,260.0,57,0.4219084441599078,3262.0,5982.416781229161,74.0,9,True
APP-87548,Apparel,SwiftBrand,Zone A,DirectImport,,2024-10-23,2025-07-30,2026-09-18,284.0,18,0.38239916302050037,2790.0,5647.476571761588,33.0,43,True
HOM-20471,Home & Kitchen,TrueForm,Zone D,FastShip Pvt,contact906@fastshippvt.com,2024-05-30,2026-01-21,2026-06-11,171.0,7,0.1560874645505188,6494.0,22695.096167449497,179.0,34,True
TOY-37636,Toys,UrbanWave,Zone B,PrimeParts,contact574@primeparts.com,2024-07-13,2025-08-27,2026-08-31,166.0,110,0.12739241591783246,5980.0,8501.07651017631,39.0,34,True
BEA-31735,Beauty,UrbanWave,ZONE A,DirectImport,contact850@directimport.com,2024-07-05,2025-10-25,2026-07-28,433.0,149,0.17270186821505218,6501.0,12549.97248745347,130.0,38,True
ELE-94546,Electronics,UrbanWave,Zone D,PrimeParts,contact771@primeparts.com,2024-05-28,2026-01-10,2026-09-19,363.0,114,0.04566835373899836,3382.0,6780.2753204825585,197.0,34,True
SPO-31908,Sports & Outdoors,SwiftBrand,Zone B,PrimeParts,,2024-09-26,2025-05-17,2026-09-20,193.0,144,0.9907554889719821,1080.0,1334.4554243137468,39.0,38,True
APP-40036,Apparel,CorePeak,Zone A,SupplyCo India,contact125@supplycoindia.com,2024-11-05,2026-02-09,2026-06-19,362.0,286,0.04545842747656392,3611.0,7248.490208721286,192.0,21,True
AUT-82455,Automotive,UrbanWave,ZONE B,PrimeParts,contact637@primeparts.com,2024-07-21,2025-04-02,2026-09-14,484.0,269,0.6203765025278362,4657.0,14524.378806649205,,30,False
SPO-81549,Sports & Outdoors,CorePeak,zone b,SupplyCo India,contact866@supplycoindia.com,2024-06-15,2026-02-13,2026-09-05,14.0,256,0.2529106448403622,2503.0,2904.3600344909523,55.0,TBD,True
TOY-64268,Toys,CorePeak,Zone A,SupplyCo India,contact626@supplycoindia.com,2024-07-24,2026-02-19,2026-08-05,401.0,282,0.08448892996149915,3285.0,11456.254813433716,163.0,14,True
APP-55318,Apparel,UrbanWave,Zone C,FastShip Pvt,contact857@fastshippvt.com,2024-05-22,2025-05-20,2026-09-19,298.0,214,0.9160382539280674,7442.0,10105.149776804015,150.0,19,True
ELE-60482,Electronics,ZenCraft,Zone A,LocalSource,contact293@localsource.com,2024-06-11,2026-02-15,2026-07-30,339.0,285,0.48947988000300313,6186.0,12291.604836991755,174.0,12,True
ELE-56856,Electronics,AlphaEdge,Zone D,PrimeParts,contact623@primeparts.com,2024-06-04,2025-07-09,2026-06-27,124.0,157,0.8091105853114605,4893.0,10375.76240371693,175.0,16,True
ELE-55188,Electronics,NovaLine,Zone D,SupplyCo India,contact151@supplycoindia.com,2024-12-05,2025-11-22,2026-07-01,363.0,42,0.74503190730957,3567.0,4207.795585049771,142.0,32,True
BEA-50055,Beauty,ZenCraft,Zone A,FastShip Pvt,contact944@fastshippvt.com,2024-09-20,2025-11-25,2026-06-27,40.0,202,0.704140392226983,7641.0,13182.681625580333,45.0,5,True
APP-13862,Apparel,ZenCraft,Zone D,PrimeParts,contact762@primeparts.com,2024-07-10,2025-06-16,2026-06-14,405.0,259,0.7862288004100738,7365.0,22057.337141494616,53.0,30,True
STA-15550,Stationery,NovaLine,Zone C,GlobalTrade Ltd,contact425@globaltradeltd.com,2024-05-14,2025-05-30,2026-07-05,425.0,125,0.2559228636088313,7788.0,16660.99686797826,0.5993228047132216,36,True
HOM-82386,Home & Kitchen,TrueForm,Zone D,QuickStock,contact555@quickstock.com,2024-12-07,2025-06-08,2026-08-03,100.0,136,0.12702686164071175,3313.0,5112.113525951979,175.0,41,False
SPO-15119,Sports & Outdoors,UrbanWave,Zone D,DirectImport,contact100@directimport.com,2024-10-11,2026-03-10,2026-08-02,185.0,211,0.6077578845157737,3813176.0,12952464.311096612,64.0,7,True
HOM-96775,Home & Kitchen,SwiftBrand,Zone D,QuickStock,contact631@quickstock.com,2024-10-09,2025-03-29,2026-06-21,57.0,163,0.7895550002297296,1550.0,4879.340140047077,,~1 month,True
ELE-53794,Electronics,ZenCraft,Zone D,SupplyCo India,contact202@supplycoindia.com,2024-10-30,2026-01-03,2026-08-25,116.0,170,0.6673800536313813,5337.0,10075.137129167744,47.0,26,True
AUT-59656,Automotive,TrueForm,zone b,DirectImport,,2024-11-04,2025-09-19,2026-06-10,95.0,180,0.6020060298287995,2383.0,7794.513144375259,22.0,21,True
SPO-70469,Sports & Outdoors,TrueForm,ZONE D,SupplyCo India,contact558@supplycoindia.com,2024-09-30,2025-04-25,2026-07-24,48.0,200,0.758102648722481,225.0,132.50959907621498,179.0,32,True
SPO-46299,Sports & Outdoors,ZenCraft,Zone C,PrimeParts,contact952@primeparts.com,2024-05-27,2025-10-03,2026-07-10,72.0,86,0.5098434232870458,6254.0,8336.066727355432,156.0,12,True
ELE-15524,Electronics,NovaLine,Zone C,SupplyCo India,contact996@supplycoindia.com,2024-12-02,2025-10-23,2026-08-28,399.0,32,0.9011301581691041,1131624.0,1746831.4456576025,19.0,5,True
APP-50498,Apparel,CorePeak,Zone A,SupplyCo India,contact769@supplycoindia.com,2024-06-18,2025-09-07,2026-07-22,309.0,103,0.8168551633414,1410.0,3043.5990000029656,85.0,309,True
TOY-48803,Toys,CorePeak,ZONE B,QuickStock,contact253@quickstock.com,2024-05-27,,2026-06-14,206.0,39,0.04487082387669605,6923.0,22737.977723264237,27.0,30,True
HOM-82386,Home & Kitchen,TrueForm,Zone D,QuickStock,contact555@quickstock.com,2024-12-07,2025-06-08,2026-08-03,100.0,136,0.12702686164071175,3313.0,5112.113525951979,175.0,41,False
ELE-96091,Electronics,CorePeak,Zone B,PrimeParts,contact908@primeparts.com,2024-04-13,2025-07-06,2026-08-16,27.0,12,0.6695970535969085,1921.0,4985.805951718306,73.0,438,True
APP-50255,Apparel,SwiftBrand,zone b,LocalSource,contact550@localsource.com,2024-10-20,2025-10-27,2026-09-06,153.0,186,0.23119844391026712,4892.0,6310.738884933992,152.0,4,True
ELE-21095,Electronics,NovaLine,Zone C,DirectImport,contact388@directimport.com,2024-05-20,2025-04-10,2026-06-10,475.0,204,0.3259845961806104,3596.0,6587.558074412822,46.0,33,True
BEA-48031,Beauty,UrbanWave,Zone C,FastShip Pvt,contact919@fastshippvt.com,2024-06-25,2025-09-21,2026-06-27,442.0,137,0.7851685082375196,0.0,0.0,15.0,21,True
SPO-49946,Sports & Outdoors,GenericPlus,Zone B,FastShip Pvt,contact174@fastshippvt.com,2024-07-12,2025-10-11,2026-08-20,299.0,84,0.11113397871302755,6560.0,22510.731247751588,96.0,26,True
TOY-43391,Toys,AlphaEdge,Zone A,PrimeParts,contact806@primeparts.com,2024-05-31,2026-01-14,2026-05-28,99.0,153,0.2296399907883908,2477.0,4400.847922185801,125.0,27,True
APP-61995,Apparel,NovaLine,ZONE D,GlobalTrade Ltd,contact707@globaltradeltd.com,2024-10-31,2025-12-23,2026-08-26,338.0,108,0.8718716822800431,1615.0,5427.083087943394,95.0,28,False
BEA-14789,Beauty,TrueForm,ZONE B,PrimeParts,contact390@primeparts.com,2024-04-17,2025-12-11,2026-09-07,100.0,138,,5491.0,11371.604847870305,120.0,16,True
BEA-39090,Beauty,ZenCraft,Zone A,QuickStock,contact882@quickstock.com,2024-04-21,2026-01-16,2026-08-23,122.0,213,0.6816064711781538,4718.0,9125.601252480292,108.0,18,False
TOY-75079,Toys,NovaLine,ZONE B,SupplyCo India,contact603@supplycoindia.com,2024-09-23,2025-04-19,2026-09-08,19.0,111,0.04364021412479058,4783.0,3406.109782367145,20.0,3,True
TOY-26754,Toys,ZenCraft,Zone D,DirectImport,contact221@directimport.com,2024-12-04,2025-06-12,2026-08-26,405.0,157,0.7498745943409167,1104.0,2160.0626111770184,84.0,35,True
STA-28375,Stationery,NovaLine,Zone D,FastShip Pvt,contact445@fastshippvt.com,2024-04-27,2026-01-06,2026-08-11,410.0,33,0.6484687432842169,3914.0,13453.928554626567,15.0,30,False
AUT-47083,Automotive,CorePeak,Zone A,QuickStock,,2024-11-29,2026-01-13,2026-08-27,148.0,125,0.5607738110872764,5712.0,14636.111161018327,78.0,26,False
SPO-29405,Sports & Outdoors,ZenCraft,Zone D,PrimeParts,contact397@primeparts.com,2024-12-07,,2026-07-25,70.0,241,0.3554455694884796,3130.0,10696.73873808529,195.0,on demand,False
HOM-44887,Home & Kitchen,AlphaEdge,zone a,FastShip Pvt,contact544@fastshippvt.com,2024-04-24,2025-12-30,2026-07-07,48.0,158,0.08740397549098466,7992.0,27150.58185531791,164.0,4,True
APP-31347,Apparel,SwiftBrand,Zone D,LocalSource,contact893@localsource.com,2024-08-23,,2026-06-27,250.0,204,0.6265573065504826,5309.0,8376.089123159642,100.0,33,True
APP-57042,Apparel,ZenCraft,Zone B,SupplyCo India,,2024-11-12,2025-10-16,2026-05-31,263.0,104,0.18094677045075436,1819.0,3295.032138879166,,19,True
APP-32949,Apparel,GenericPlus,ZONE B,QuickStock,contact926@quickstock.com,2024-05-30,2025-12-20,2026-07-13,150.0,60,0.12420351736492585,5323.0,13959.625508725903,181.0,7,True
APP-53723,Apparel,AlphaEdge,Zone D,FastShip Pvt,,2024-05-12,,2026-08-19,396.0,162,0.5084855293489117,2708.0,8601.176072881426,44.0,13,True
BEA-88287,Beauty,AlphaEdge,Zone A,PrimeParts,contact186@primeparts.com,2024-10-31,2026-01-21,2026-09-14,440.0,273,0.8867509688704247,6783.0,8512.182499720973,156.0,38,True
BEA-23005,Beauty,UrbanWave,Zone C,DirectImport,contact707@directimport.com,2024-05-03,,2026-06-11,450.0,299,0.8342001111037554,6507.0,14121.29027865773,34.0,7,True
SPO-66740,Sports & Outdoors,TrueForm,ZONE A,SupplyCo India,contact724@supplycoindia.com,2024-04-26,2025-08-01,2026-09-14,29.0,261,0.5513871915954146,517.0,1707.8019247080745,,28,True
APP-42407,Apparel,CorePeak,Zone A,GlobalTrade Ltd,contact224@globaltradeltd.com,2024-08-30,2025-09-12,2026-07-28,152.0,243,0.8486639105677581,821850.0,1175199.9852199089,,35,True
ELE-27150,Electronics,AlphaEdge,zone d,SupplyCo India,contact260@supplycoindia.com,2024-10-07,2025-10-03,2026-05-31,291.0,38,0.5342735953653427,5291.0,17577.813972721542,,8,True
ELE-63799,Electronics,TrueForm,Zone A,LocalSource,,2024-08-30,2025-11-15,2026-07-06,30.0,251,0.11863204988616682,6699.0,9239.39069828949,121.0,6,True
HOM-82931,Home & Kitchen,NovaLine,Zone A,GlobalTrade Ltd,contact779@globaltradeltd.com,2024-08-21,2025-04-10,2026-05-30,-72.0,254,0.2484368304525577,2862.0,7073.9998488870615,161.0,20,True
APP-18869,Apparel,AlphaEdge,ZONE A,SupplyCo India,contact426@supplycoindia.com,2024-04-24,,2026-07-10,11.0,254,0.6952783630687774,1212.0,1449.7756087538257,,18,True
APP-73751,Apparel,AlphaEdge,Zone D,DirectImport,contact178@directimport.com,2024-07-08,2025-10-20,2026-07-28,78.0,26,0.21042338596947718,3639.0,11596.616320560233,0.6164612925638807,30,True
APP-17451,Apparel,NovaLine,ZONE A,FastShip Pvt,contact348@fastshippvt.com,2024-05-11,2025-10-22,2026-06-22,49.0,21,0.18608371445768424,2357.0,3313.22711185603,149.0,22,True
APP-48208,Apparel,SwiftBrand,ZONE D,LocalSource,contact721@localsource.com,2024-10-23,2025-06-04,2026-07-14,270.0,289,3.2376627347006277,922.0,2485.175660615364,68.0,31,True
APP-89036,Apparel,AlphaEdge,Zone A,FastShip Pvt,,2024-11-03,2025-06-18,2026-09-02,334.0,233,0.855728933813988,68.0,227.10432425169165,139.0,20,True
STA-58436,Stationery,TrueForm,Zone A,LocalSource,contact328@localsource.com,2024-10-06,2025-11-26,2026-06-23,80.0,153,0.23735379154161518,5237.0,9288.902353611398,198.0,42,True
HOM-44684,Home & Kitchen,NovaLine,zone a,PrimeParts,contact440@primeparts.com,2024-08-28,2025-05-11,2026-08-16,484.0,282,0.7797128338980915,4120.0,12585.772657163421,164.0,20,False
TOY-78923,Toys,ZenCraft,zone d,DirectImport,,2024-11-13,,2026-07-23,350.0,278,0.6760798503436619,5800.0,20230.926468088892,71.0,20,True
SPO-19853,Sports & Outdoors,SwiftBrand,ZONE A,GlobalTrade Ltd,,2024-05-11,2026-02-09,2026-06-22,23.0,247,0.8346885699094342,7014.0,13576.389283316856,194.0,19,True
AUT-73471,Automotive,SwiftBrand,ZONE B,GlobalTrade Ltd,contact987@globaltradeltd.com,2024-06-03,2025-10-01,2026-05-27,299.0,274,0.34915127112694677,6861.0,10456.591039988069,169.0,35,True
BEA-16830,Beauty,GenericPlus,Zone B,LocalSource,,2024-10-29,2025-07-17,2026-06-20,238.0,0,0.5012476443316163,7929.0,19795.33870060984,44.0,27,True
ELE-64078,Electronics,CorePeak,zone a,LocalSource,contact571@localsource.com,2024-08-02,2025-06-16,2026-06-30,271.0,26,0.8783431002714729,7159.0,5116.947451498927,81.0,11,True
APP-39917,Apparel,AlphaEdge,Zone B,PrimeParts,contact636@primeparts.com,2024-10-24,2025-08-18,2026-06-17,24.0,109,0.05361507089927453,4373.0,14435.571143954689,193.0,14,True
AUT-28400,Automotive,UrbanWave,Zone C,PrimeParts,contact805@primeparts.com,2024-09-08,2025-08-30,2026-09-18,492.0,27,0.3751556566989859,5074.0,6017.8294903694705,106.0,814,True
HOM-49468,Home & Kitchen,NovaLine,Zone C,LocalSource,contact320@localsource.com,2024-08-11,2025-06-09,2026-07-26,427.0,206,0.04225425114086079,7752.0,24013.34831523982,0.4251956949046113,43,True
ELE-85781,Electronics,CorePeak,Zone D,SupplyCo India,contact686@supplycoindia.com,2024-09-20,2025-06-01,2026-05-28,253.0,125,0.9766702151757196,4591.0,14901.40452851171,60.0,31,True
AUT-38953,Automotive,UrbanWave,zone b,GlobalTrade Ltd,contact364@globaltradeltd.com,2024-05-31,2026-03-08,2026-08-29,361.0,148,,6532.0,16757.880779939653,61.0,22,True
BEA-59766,Beauty,GenericPlus,zone d,QuickStock,contact698@quickstock.com,2024-12-07,2025-04-29,2026-06-07,370.0,56,0.02690790165632695,1479.0,2986.808357589412,28.0,39,True
ELE-11112,Electronics,SwiftBrand,Zone B,LocalSource,contact922@localsource.com,2024-04-27,2025-11-22,2026-07-31,376.0,210,0.9469843773531353,1580.0,3173.6547228278278,25.0,30,True
BEA-41715,Beauty,CorePeak,Zone A,FastShip Pvt,contact926@fastshippvt.com,2024-04-15,2025-06-19,2026-06-27,232.0,36,0.418042730241892,964.0,1637.0598069961864,,17,True
HOM-52705,Home & Kitchen,NovaLine,Zone A,DirectImport,contact816@directimport.com,2024-05-29,2025-07-25,2026-07-26,75.0,110,,1256.0,3014.166224272813,89.0,TBD,True
APP-40207,Apparel,ZenCraft,Zone C,QuickStock,contact260@quickstock.com,2024-08-28,2025-09-27,2026-07-13,442.0,154,0.3325413782132499,4616.0,12006.150047869418,121.0,23,True
SPO-59162,Sports & Outdoors,TrueForm,Zone D,FastShip Pvt,contact310@fastshippvt.com,2024-04-15,2025-07-29,2026-09-01,380.0,11,,6509.0,18395.49739815644,47.0,express,True
HOM-86042,Home & Kitchen,CorePeak,zone b,QuickStock,contact872@quickstock.com,2024-09-19,2026-01-31,2026-07-08,184.0,153,0.37533645075220234,5144.0,7843.896899516519,109.0,474,True
APP-44200,Apparel,AlphaEdge,Zone A,FastShip Pvt,contact593@fastshippvt.com,2024-08-12,2026-01-28,2026-06-08,70.0,143,0.769154871738768,3087.0,7592.211105174445,34.0,22,True
HOM-16293,Home & Kitchen,NovaLine,Zone C,DirectImport,,2024-10-13,2025-07-20,2026-09-04,67.0,262,0.03413323846194283,454.0,1225.5142909174413,73.0,6,True
SPO-26102,Sports & Outdoors,AlphaEdge,Zone A,DirectImport,contact521@directimport.com,2024-10-18,2025-10-09,2026-07-25,366.0,105,0.7396898636225477,3842.0,6344.612160062365,113.0,4-6 weeks,True
SPO-67415,Sports & Outdoors,TrueForm,Zone C,FastShip Pvt,,2024-08-07,2026-01-17,2026-08-04,391.0,141,0.031782034980090135,1789.0,3890.886206832188,,14,True
BEA-73271,Beauty,AlphaEdge,ZONE C,SupplyCo India,contact117@supplycoindia.com,2024-11-29,2026-01-01,2026-06-27,273.0,139,0.4972827346225077,1098.0,716.9063651562846,28.0,8,True
APP-87727,Apparel,TrueForm,Zone A,SupplyCo India,contact638@supplycoindia.com,2024-08-04,2025-07-04,2026-07-27,-21.0,114,0.2981211084518104,1009.0,3378.5142047987692,166.0,5,False
BEA-43577,Beauty,SwiftBrand,Zone A,DirectImport,contact994@directimport.com,2024-04-09,2025-07-09,2026-06-05,453.0,65,0.008880881522367878,4642.0,9463.621228703869,174.0,31,True
APP-57959,Apparel,ZenCraft,Zone C,SupplyCo India,,2024-09-15,2025-08-12,2026-08-11,193.0,231,0.1061105207654961,5480.0,9533.565904178991,,555,True
SPO-67786,Sports & Outdoors,NovaLine,zone b,DirectImport,contact128@directimport.com,2024-09-08,2026-02-15,2026-08-28,403.0,62,0.04458052348974051,5976.0,11530.587937168248,146.0,647,True
ELE-69460,Electronics,UrbanWave,Zone B,GlobalTrade Ltd,contact972@globaltradeltd.com,2024-08-10,2025-10-10,2026-08-14,203.0,189,0.4813784412280854,629.0,1751.1527586003683,95.0,37,True
HOM-97410,Home & Kitchen,CorePeak,ZONE A,FastShip Pvt,contact989@fastshippvt.com,2024-08-09,,2026-05-26,247.0,270,,1485.0,2307.738288090855,121.0,21,True
APP-72409,Apparel,GenericPlus,Zone C,QuickStock,contact608@quickstock.com,2024-09-23,2025-12-03,2026-08-21,248.0,294,0.4624072105898548,3540.0,10191.043603402963,,10,False
TOY-26909,Toys,AlphaEdge,Zone D,PrimeParts,contact102@primeparts.com,2024-10-07,2025-10-20,2026-06-11,325.0,75,2.6212075233491605,812.0,1377.8944788037022,73.0,22,True
APP-87205,Apparel,AlphaEdge,zone d,PrimeParts,contact876@primeparts.com,2024-11-06,2025-04-05,2026-08-09,148.0,176,0.11682729034773842,7460.0,22853.79462970541,124.0,32,True
HOM-34820,Home & Kitchen,CorePeak,zone d,FastShip Pvt,contact486@fastshippvt.com,2024-09-01,,2026-05-29,285.0,170,0.2922001601605895,6634.0,22645.740705140994,143.0,varies,True
